"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","NEET","15_19_MEN","PC_AGE","A","2005",7.1303949,
"AUS","NEET","15_19_MEN","PC_AGE","A","2006",6.7373157,
"AUS","NEET","15_19_MEN","PC_AGE","A","2007",6.8604112,
"AUS","NEET","15_19_MEN","PC_AGE","A","2008",6.1033521,
"AUS","NEET","15_19_MEN","PC_AGE","A","2009",7.6692138,
"AUS","NEET","15_19_MEN","PC_AGE","A","2010",8.9196825,
"AUS","NEET","15_19_MEN","PC_AGE","A","2011",7.47614,
"AUS","NEET","15_19_MEN","PC_AGE","A","2012",7.588624,
"AUS","NEET","15_19_MEN","PC_AGE","A","2013",8.5168867,
"AUS","NEET","15_19_MEN","PC_AGE","A","2014",7.6248312,
"AUS","NEET","15_19_MEN","PC_AGE","A","2015",6.6366858,
"AUS","NEET","15_19_MEN","PC_AGE","A","2016",6.3065462,
"AUS","NEET","15_19_MEN","PC_AGE","A","2017",6.4683914,
"AUS","NEET","15_19_MEN","PC_AGE","A","2018",6.8133616,
"AUS","NEET","15_19_MEN","PC_AGE","A","2019",7.0256076,
"AUS","NEET","20_24_MEN","PC_AGE","A","2005",8.8654366,
"AUS","NEET","20_24_MEN","PC_AGE","A","2006",9.6962729,
"AUS","NEET","20_24_MEN","PC_AGE","A","2007",7.5654249,
"AUS","NEET","20_24_MEN","PC_AGE","A","2008",8.3605661,
"AUS","NEET","20_24_MEN","PC_AGE","A","2009",10.089417,
"AUS","NEET","20_24_MEN","PC_AGE","A","2010",9.3087788,
"AUS","NEET","20_24_MEN","PC_AGE","A","2011",10.190396,
"AUS","NEET","20_24_MEN","PC_AGE","A","2012",10.702742,
"AUS","NEET","20_24_MEN","PC_AGE","A","2013",11.390619,
"AUS","NEET","20_24_MEN","PC_AGE","A","2014",11.664807,
"AUS","NEET","20_24_MEN","PC_AGE","A","2015",11.815385,
"AUS","NEET","20_24_MEN","PC_AGE","A","2016",10.847008,
"AUS","NEET","20_24_MEN","PC_AGE","A","2017",10.156062,
"AUS","NEET","20_24_MEN","PC_AGE","A","2018",10.115208,
"AUS","NEET","20_24_MEN","PC_AGE","A","2019",10.871539,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2005",7.6681256,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2006",7.3802438,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2007",6.1054273,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2008",6.5281463,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2009",9.0578661,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2010",7.1609454,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2011",8.2201271,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2012",6.8604164,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2013",6.089653,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2014",6.778923,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2015",5.3008595,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2016",4.6890492,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2017",4.2873368,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2018",3.7791514,
"AUS","NEET","15_19_WOMEN","PC_AGE","A","2019",4.7202554,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2005",14.486191,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2006",13.331175,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2007",14.028281,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2008",13.124388,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2009",13.106267,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2010",13.172639,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2011",13.238566,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2012",13.739888,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2013",16.572758,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2014",14.877831,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2015",14.492386,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2016",13.166499,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2017",12.985241,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2018",13.681173,
"AUS","NEET","20_24_WOMEN","PC_AGE","A","2019",11.2099,
"AUT","NEET","15_19_MEN","PC_AGE","A","2005",7.6855373,
"AUT","NEET","15_19_MEN","PC_AGE","A","2006",7.3328528,
"AUT","NEET","15_19_MEN","PC_AGE","A","2007",5.8880205,
"AUT","NEET","15_19_MEN","PC_AGE","A","2008",5.9451299,
"AUT","NEET","15_19_MEN","PC_AGE","A","2009",6.7180071,
"AUT","NEET","15_19_MEN","PC_AGE","A","2010",6.2807488,
"AUT","NEET","15_19_MEN","PC_AGE","A","2011",4.9819493,
"AUT","NEET","15_19_MEN","PC_AGE","A","2012",4.9951534,
"AUT","NEET","15_19_MEN","PC_AGE","A","2013",5.4638529,
"AUT","NEET","15_19_MEN","PC_AGE","A","2014",6.559411,
"AUT","NEET","15_19_MEN","PC_AGE","A","2015",7.1144047,
"AUT","NEET","15_19_MEN","PC_AGE","A","2016",5.2467823,
"AUT","NEET","15_19_MEN","PC_AGE","A","2017",5.8304758,
"AUT","NEET","15_19_MEN","PC_AGE","A","2018",5.6372228,
"AUT","NEET","15_19_MEN","PC_AGE","A","2019",7.1916704,
"AUT","NEET","20_24_MEN","PC_AGE","A","2005",14.57016,
"AUT","NEET","20_24_MEN","PC_AGE","A","2006",12.585696,
"AUT","NEET","20_24_MEN","PC_AGE","A","2007",11.164269,
"AUT","NEET","20_24_MEN","PC_AGE","A","2008",11.927392,
"AUT","NEET","20_24_MEN","PC_AGE","A","2009",12.26698,
"AUT","NEET","20_24_MEN","PC_AGE","A","2010",13.60769,
"AUT","NEET","20_24_MEN","PC_AGE","A","2011",11.798775,
"AUT","NEET","20_24_MEN","PC_AGE","A","2012",11.739226,
"AUT","NEET","20_24_MEN","PC_AGE","A","2013",12.169537,
"AUT","NEET","20_24_MEN","PC_AGE","A","2014",12.541331,
"AUT","NEET","20_24_MEN","PC_AGE","A","2015",13.382143,
"AUT","NEET","20_24_MEN","PC_AGE","A","2016",13.855771,
"AUT","NEET","20_24_MEN","PC_AGE","A","2017",13.919714,
"AUT","NEET","20_24_MEN","PC_AGE","A","2018",13.678047,
"AUT","NEET","20_24_MEN","PC_AGE","A","2019",11.63882,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2005",6.3644509,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2006",5.9011855,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2007",5.1987944,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2008",5.4806929,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2009",6.476048,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2010",5.0440593,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2011",6.6488948,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2012",4.5198212,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2013",4.7186136,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2014",7.9047837,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2015",4.3423519,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2016",5.700665,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2017",4.3432155,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2018",4.8944097,
"AUT","NEET","15_19_WOMEN","PC_AGE","A","2019",5.9712753,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2005",11.572855,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2006",13.270658,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2007",12.34996,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2008",12.139585,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2009",11.784646,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2010",13.261172,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2011",10.058815,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2012",11.751221,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2013",11.998622,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2014",11.481792,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2015",10.12478,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2016",12.547579,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2017",9.7465925,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2018",11.222406,
"AUT","NEET","20_24_WOMEN","PC_AGE","A","2019",10.122292,
"BEL","NEET","15_19_MEN","PC_AGE","A","2005",5.9242992,
"BEL","NEET","15_19_MEN","PC_AGE","A","2006",7.5087237,
"BEL","NEET","15_19_MEN","PC_AGE","A","2007",5.1776404,
"BEL","NEET","15_19_MEN","PC_AGE","A","2008",5.9777527,
"BEL","NEET","15_19_MEN","PC_AGE","A","2009",5.1788144,
"BEL","NEET","15_19_MEN","PC_AGE","A","2010",5.5214872,
"BEL","NEET","15_19_MEN","PC_AGE","A","2011",6.2783804,
"BEL","NEET","15_19_MEN","PC_AGE","A","2012",10.09884,
"BEL","NEET","15_19_MEN","PC_AGE","A","2013",7.8507085,
"BEL","NEET","15_19_MEN","PC_AGE","A","2014",5.1654711,
"BEL","NEET","15_19_MEN","PC_AGE","A","2015",5.3168259,
"BEL","NEET","15_19_MEN","PC_AGE","A","2016",4.1066375,
"BEL","NEET","15_19_MEN","PC_AGE","A","2017",4.5106015,
"BEL","NEET","15_19_MEN","PC_AGE","A","2018",3.7882929,
"BEL","NEET","15_19_MEN","PC_AGE","A","2019",5.5236273,
"BEL","NEET","20_24_MEN","PC_AGE","A","2005",17.811195,
"BEL","NEET","20_24_MEN","PC_AGE","A","2006",15.873957,
"BEL","NEET","20_24_MEN","PC_AGE","A","2007",14.194597,
"BEL","NEET","20_24_MEN","PC_AGE","A","2008",12.132064,
"BEL","NEET","20_24_MEN","PC_AGE","A","2009",14.77585,
"BEL","NEET","20_24_MEN","PC_AGE","A","2010",16.771902,
"BEL","NEET","20_24_MEN","PC_AGE","A","2011",17.538267,
"BEL","NEET","20_24_MEN","PC_AGE","A","2012",15.722779,
"BEL","NEET","20_24_MEN","PC_AGE","A","2013",18.481611,
"BEL","NEET","20_24_MEN","PC_AGE","A","2014",18.837976,
"BEL","NEET","20_24_MEN","PC_AGE","A","2015",15.085572,
"BEL","NEET","20_24_MEN","PC_AGE","A","2016",14.846337,
"BEL","NEET","20_24_MEN","PC_AGE","A","2017",16.743752,
"BEL","NEET","20_24_MEN","PC_AGE","A","2018",16.727261,
"BEL","NEET","20_24_MEN","PC_AGE","A","2019",17.185247,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2005",6.5678062,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2006",6.7034502,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2007",5.2779555,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2008",4.9475069,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2009",6.1881528,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2010",6.3868847,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2011",5.8925924,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2012",6.3829522,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2013",5.5455823,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2014",5.6259789,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2015",3.3143981,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2016",4.5698218,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2017",3.4722855,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2018",4.0471005,
"BEL","NEET","15_19_WOMEN","PC_AGE","A","2019",3.9821348,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2005",18.776684,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2006",17.879295,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2007",16.772356,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2008",16.155294,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2009",17.427555,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2010",19.275156,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2011",16.735849,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2012",19.362192,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2013",18.955294,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2014",18.872204,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2015",16.568199,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2016",13.758242,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2017",13.623745,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2018",12.431396,
"BEL","NEET","20_24_WOMEN","PC_AGE","A","2019",13.580202,
"CAN","NEET","15_19_MEN","PC_AGE","A","2005",7.0435591,
"CAN","NEET","15_19_MEN","PC_AGE","A","2006",8.0072794,
"CAN","NEET","15_19_MEN","PC_AGE","A","2007",7.5812273,
"CAN","NEET","15_19_MEN","PC_AGE","A","2008",7.9749103,
"CAN","NEET","15_19_MEN","PC_AGE","A","2009",9.4642859,
"CAN","NEET","15_19_MEN","PC_AGE","A","2010",9.4001789,
"CAN","NEET","15_19_MEN","PC_AGE","A","2011",8.6098652,
"CAN","NEET","15_19_MEN","PC_AGE","A","2012",8.0108013,
"CAN","NEET","15_19_MEN","PC_AGE","A","2013",7.0319633,
"CAN","NEET","15_19_MEN","PC_AGE","A","2014",7.6994867,
"CAN","NEET","15_19_MEN","PC_AGE","A","2015",7.3055029,
"CAN","NEET","15_19_MEN","PC_AGE","A","2016",7.0736432,
"CAN","NEET","15_19_MEN","PC_AGE","A","2017",6.5750737,
"CAN","NEET","15_19_MEN","PC_AGE","A","2018",7.093596,
"CAN","NEET","15_19_MEN","PC_AGE","A","2019",6.6471162,
"CAN","NEET","20_24_MEN","PC_AGE","A","2005",15.231188,
"CAN","NEET","20_24_MEN","PC_AGE","A","2006",13.094171,
"CAN","NEET","20_24_MEN","PC_AGE","A","2007",14.171123,
"CAN","NEET","20_24_MEN","PC_AGE","A","2008",13.035714,
"CAN","NEET","20_24_MEN","PC_AGE","A","2009",17.008015,
"CAN","NEET","20_24_MEN","PC_AGE","A","2010",17.932861,
"CAN","NEET","20_24_MEN","PC_AGE","A","2011",15.895197,
"CAN","NEET","20_24_MEN","PC_AGE","A","2012",16.495726,
"CAN","NEET","20_24_MEN","PC_AGE","A","2013",14.941569,
"CAN","NEET","20_24_MEN","PC_AGE","A","2014",15.508021,
"CAN","NEET","20_24_MEN","PC_AGE","A","2015",15.346939,
"CAN","NEET","20_24_MEN","PC_AGE","A","2016",16.339869,
"CAN","NEET","20_24_MEN","PC_AGE","A","2017",14.285714,
"CAN","NEET","20_24_MEN","PC_AGE","A","2018",14.367816,
"CAN","NEET","20_24_MEN","PC_AGE","A","2019",13.513514,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2005",6.7382813,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2006",6.7049809,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2007",6.8117313,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2008",6.5176907,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2009",6.4874883,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2010",6.9832401,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2011",6.5604501,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2012",6.3507109,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2013",6.5510597,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2014",6.3085265,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2015",6.2186561,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2016",5.3169732,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2017",5.072464,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2018",4.6875,
"CAN","NEET","15_19_WOMEN","PC_AGE","A","2019",4.8654246,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2005",13.521127,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2006",12.897196,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2007",13.401109,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2008",13.59045,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2009",14.051095,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2010",13.255185,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2011",14.007092,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2012",13.58885,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2013",12.917023,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2014",14.085107,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2015",13.458262,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2016",13.184932,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2017",12.013829,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2018",12.391681,
"CAN","NEET","20_24_WOMEN","PC_AGE","A","2019",11.535126,
"CZE","NEET","15_19_MEN","PC_AGE","A","2005",5.4853683,
"CZE","NEET","15_19_MEN","PC_AGE","A","2006",4.7139049,
"CZE","NEET","15_19_MEN","PC_AGE","A","2007",2.7028635,
"CZE","NEET","15_19_MEN","PC_AGE","A","2008",2.4074297,
"CZE","NEET","15_19_MEN","PC_AGE","A","2009",3.481652,
"CZE","NEET","15_19_MEN","PC_AGE","A","2010",3.8281434,
"CZE","NEET","15_19_MEN","PC_AGE","A","2011",3.8808343,
"CZE","NEET","15_19_MEN","PC_AGE","A","2012",4.5890794,
"CZE","NEET","15_19_MEN","PC_AGE","A","2013",3.1340065,
"CZE","NEET","15_19_MEN","PC_AGE","A","2014",3.3905888,
"CZE","NEET","15_19_MEN","PC_AGE","A","2015",3.1965358,
"CZE","NEET","15_19_MEN","PC_AGE","A","2016",2.0933034,
"CZE","NEET","15_19_MEN","PC_AGE","A","2017",1.5289133,
"CZE","NEET","15_19_MEN","PC_AGE","A","2018",2.3126402,
"CZE","NEET","15_19_MEN","PC_AGE","A","2019",1.651027,
"CZE","NEET","20_24_MEN","PC_AGE","A","2005",12.608887,
"CZE","NEET","20_24_MEN","PC_AGE","A","2006",10.302737,
"CZE","NEET","20_24_MEN","PC_AGE","A","2007",7.1531239,
"CZE","NEET","20_24_MEN","PC_AGE","A","2008",7.1339397,
"CZE","NEET","20_24_MEN","PC_AGE","A","2009",10.69517,
"CZE","NEET","20_24_MEN","PC_AGE","A","2010",10.944705,
"CZE","NEET","20_24_MEN","PC_AGE","A","2011",10.610211,
"CZE","NEET","20_24_MEN","PC_AGE","A","2012",11.461547,
"CZE","NEET","20_24_MEN","PC_AGE","A","2013",11.541122,
"CZE","NEET","20_24_MEN","PC_AGE","A","2014",9.1182022,
"CZE","NEET","20_24_MEN","PC_AGE","A","2015",9.5329561,
"CZE","NEET","20_24_MEN","PC_AGE","A","2016",7.8912706,
"CZE","NEET","20_24_MEN","PC_AGE","A","2017",7.4588799,
"CZE","NEET","20_24_MEN","PC_AGE","A","2018",5.7188263,
"CZE","NEET","20_24_MEN","PC_AGE","A","2019",5.1168313,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2005",5.1193256,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2006",4.3101478,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2007",3.0838616,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2008",3.044349,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2009",3.5306835,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2010",3.6843507,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2011",3.5910628,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2012",3.3003249,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2013",3.2918773,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2014",3.0837123,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2015",2.8780172,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2016",2.0686839,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2017",2.5068591,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2018",2.4596505,
"CZE","NEET","15_19_WOMEN","PC_AGE","A","2019",1.9267942,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2005",20.851759,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2006",18.176439,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2007",15.156111,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2008",14.215538,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2009",15.743479,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2010",16.390522,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2011",15.16638,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2012",15.393097,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2013",16.933277,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2014",15.530353,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2015",13.794449,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2016",14.951262,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2017",13.705412,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2018",12.068424,
"CZE","NEET","20_24_WOMEN","PC_AGE","A","2019",12.940073,
"DNK","NEET","15_19_MEN","PC_AGE","A","2005",3.4586003,
"DNK","NEET","15_19_MEN","PC_AGE","A","2006",4.7793121,
"DNK","NEET","15_19_MEN","PC_AGE","A","2007",5.0303555,
"DNK","NEET","15_19_MEN","PC_AGE","A","2008",4.5707273,
"DNK","NEET","15_19_MEN","PC_AGE","A","2009",4.9115038,
"DNK","NEET","15_19_MEN","PC_AGE","A","2010",7.138895,
"DNK","NEET","15_19_MEN","PC_AGE","A","2011",6.5176187,
"DNK","NEET","15_19_MEN","PC_AGE","A","2012",6.2831955,
"DNK","NEET","15_19_MEN","PC_AGE","A","2013",6.1910954,
"DNK","NEET","15_19_MEN","PC_AGE","A","2014",4.6353168,
"DNK","NEET","15_19_MEN","PC_AGE","A","2015",4.4335308,
"DNK","NEET","15_19_MEN","PC_AGE","A","2016",3.5186408,
"DNK","NEET","15_19_MEN","PC_AGE","A","2017",5.0759907,
"DNK","NEET","15_19_MEN","PC_AGE","A","2018",4.1990876,
"DNK","NEET","15_19_MEN","PC_AGE","A","2019",4.0091233,
"DNK","NEET","20_24_MEN","PC_AGE","A","2005",7.9957294,
"DNK","NEET","20_24_MEN","PC_AGE","A","2006",5.8035083,
"DNK","NEET","20_24_MEN","PC_AGE","A","2007",8.0352802,
"DNK","NEET","20_24_MEN","PC_AGE","A","2008",9.1069565,
"DNK","NEET","20_24_MEN","PC_AGE","A","2009",12.647269,
"DNK","NEET","20_24_MEN","PC_AGE","A","2010",16.298861,
"DNK","NEET","20_24_MEN","PC_AGE","A","2011",16.249716,
"DNK","NEET","20_24_MEN","PC_AGE","A","2012",15.979948,
"DNK","NEET","20_24_MEN","PC_AGE","A","2013",15.566165,
"DNK","NEET","20_24_MEN","PC_AGE","A","2014",16.185707,
"DNK","NEET","20_24_MEN","PC_AGE","A","2015",13.980674,
"DNK","NEET","20_24_MEN","PC_AGE","A","2016",13.680633,
"DNK","NEET","20_24_MEN","PC_AGE","A","2017",16.336992,
"DNK","NEET","20_24_MEN","PC_AGE","A","2018",13.063795,
"DNK","NEET","20_24_MEN","PC_AGE","A","2019",12.88414,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2005",5.2115741,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2006",4.0550284,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2007",3.1214876,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2008",3.3377092,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2009",3.5430784,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2010",5.9289961,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2011",5.6536355,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2012",6.3365231,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2013",6.3143563,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2014",4.3150296,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2015",4.3218546,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2016",2.4860458,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2017",4.0556331,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2018",3.8937616,
"DNK","NEET","15_19_WOMEN","PC_AGE","A","2019",4.8543692,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2005",8.607604,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2006",5.9321742,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2007",7.9368186,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2008",9.8582296,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2009",11.577261,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2010",11.585539,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2011",12.703354,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2012",17.262751,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2013",14.541266,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2014",15.984053,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2015",13.42932,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2016",9.6336241,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2017",14.823002,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2018",13.926853,
"DNK","NEET","20_24_WOMEN","PC_AGE","A","2019",12.53395,
"FIN","NEET","15_19_MEN","PC_AGE","A","2005",5.6366501,
"FIN","NEET","15_19_MEN","PC_AGE","A","2006",4.1419048,
"FIN","NEET","15_19_MEN","PC_AGE","A","2007",3.014756,
"FIN","NEET","15_19_MEN","PC_AGE","A","2008",5.9459758,
"FIN","NEET","15_19_MEN","PC_AGE","A","2009",5.9565496,
"FIN","NEET","15_19_MEN","PC_AGE","A","2010",5.526525,
"FIN","NEET","15_19_MEN","PC_AGE","A","2011",4.6198997,
"FIN","NEET","15_19_MEN","PC_AGE","A","2012",4.5916977,
"FIN","NEET","15_19_MEN","PC_AGE","A","2013",5.2484326,
"FIN","NEET","15_19_MEN","PC_AGE","A","2014",5.3797908,
"FIN","NEET","15_19_MEN","PC_AGE","A","2015",5.4449749,
"FIN","NEET","15_19_MEN","PC_AGE","A","2016",2.8776979,
"FIN","NEET","15_19_MEN","PC_AGE","A","2017",4.9295774,
"FIN","NEET","15_19_MEN","PC_AGE","A","2018",4.8611112,
"FIN","NEET","15_19_MEN","PC_AGE","A","2019",4.9645391,
"FIN","NEET","20_24_MEN","PC_AGE","A","2005",12.221806,
"FIN","NEET","20_24_MEN","PC_AGE","A","2006",13.311264,
"FIN","NEET","20_24_MEN","PC_AGE","A","2007",11.9161,
"FIN","NEET","20_24_MEN","PC_AGE","A","2008",10.896682,
"FIN","NEET","20_24_MEN","PC_AGE","A","2009",17.20273,
"FIN","NEET","20_24_MEN","PC_AGE","A","2010",17.63172,
"FIN","NEET","20_24_MEN","PC_AGE","A","2011",15.933111,
